airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
Turkish Airlines,TK1044 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-05-09T09:30,1,2026-05-09T15:00,Sofia International Airport,Bulgaria,economy,413,8,2h 50m,OTP,SOF,2026-05-02T01:01:28+0300,morning,afternoon,saturday,saturday
Aegean,A3961 / A3980,Bucharest Henri Coandă International Airport,Romania,2026-05-09T09:55,1,2026-05-09T16:35,Sofia International Airport,Bulgaria,economy,466,8,2h 50m,OTP,SOF,2026-05-02T01:01:28+0300,morning,afternoon,saturday,saturday
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-06-02T16:45,0,2026-06-02T18:10,Maramures International Airport,Romania,economy,77,32,1h 25m,OTP,BAY,2026-05-02T01:01:29+0300,afternoon,evening,tuesday,tuesday
Turkish Airlines,TK1046 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-05-11T21:35,1,2026-05-12T15:00,Sofia International Airport,Bulgaria,economy,212,10,2h 45m,OTP,SOF,2026-05-02T01:01:31+0300,night,afternoon,monday,tuesday
Turkish Airlines,TK1046 / TK1027,Bucharest Henri Coandă International Airport,Romania,2026-05-11T21:35,1,2026-05-12T08:45,Sofia International Airport,Bulgaria,economy,212,10,2h 45m,OTP,SOF,2026-05-02T01:01:31+0300,night,morning,monday,tuesday
LOT,LO646 / LO633,Bucharest Henri Coandă International Airport,Romania,2026-05-11T18:30,1,2026-05-12T18:00,Sofia International Airport,Bulgaria,economy,231,10,3h 55m,OTP,SOF,2026-05-02T01:01:31+0300,evening,evening,monday,tuesday
Austrian,OS696 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-05-11T15:55,1,2026-05-11T23:55,Sofia International Airport,Bulgaria,economy,252,10,3h 10m,OTP,SOF,2026-05-02T01:01:31+0300,afternoon,night,monday,monday
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-05-11T18:55,1,2026-05-11T23:55,Sofia International Airport,Bulgaria,economy,299,10,3h 10m,OTP,SOF,2026-05-02T01:01:31+0300,evening,night,monday,monday
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-05-11T06:35,1,2026-05-11T11:40,Sofia International Airport,Bulgaria,economy,537,10,3h 10m,OTP,SOF,2026-05-02T01:01:31+0300,morning,morning,monday,monday
Austrian,OS696 / OS703,Bucharest Henri Coandă International Airport,Romania,2026-06-03T15:55,1,2026-06-04T15:20,Iași Airport,Romania,economy,308,33,3h 10m,OTP,IAS,2026-05-02T01:01:32+0300,afternoon,afternoon,wednesday,thursday
Austrian,OS700 / OS703,Bucharest Henri Coandă International Airport,Romania,2026-06-03T06:35,1,2026-06-03T15:20,Iași Airport,Romania,economy,380,33,3h 10m,OTP,IAS,2026-05-02T01:01:32+0300,morning,afternoon,wednesday,wednesday
Air Serbia,JU103 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-25T16:05,1,2026-06-26T15:30,Sofia International Airport,Bulgaria,economy,130,55,2h 30m,OTP,SOF,2026-05-02T01:01:37+0300,afternoon,afternoon,thursday,friday
Air Serbia,JU107 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-25T04:30,1,2026-06-25T15:30,Sofia International Airport,Bulgaria,economy,145,55,2h 45m,OTP,SOF,2026-05-02T01:01:37+0300,night,afternoon,thursday,thursday
LOT,LO646 / LO635,Bucharest Henri Coandă International Airport,Romania,2026-06-25T18:30,1,2026-06-26T01:45,Sofia International Airport,Bulgaria,economy,149,55,3h 50m,OTP,SOF,2026-05-02T01:01:37+0300,evening,night,thursday,friday
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-06-25T06:35,1,2026-06-25T11:40,Sofia International Airport,Bulgaria,economy,187,55,3h 10m,OTP,SOF,2026-05-02T01:01:37+0300,morning,morning,thursday,thursday
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-06-25T18:55,1,2026-06-25T23:55,Sofia International Airport,Bulgaria,economy,225,55,3h 10m,OTP,SOF,2026-05-02T01:01:37+0300,evening,night,thursday,thursday
Austrian,OS692 / OS773,Bucharest Henri Coandă International Airport,Romania,2026-06-25T09:50,1,2026-06-25T15:20,Sofia International Airport,Bulgaria,economy,252,55,3h 10m,OTP,SOF,2026-05-02T01:01:37+0300,morning,afternoon,thursday,thursday
Turkish Airlines,TK1044 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-06-25T09:30,1,2026-06-25T15:00,Sofia International Airport,Bulgaria,economy,257,55,2h 50m,OTP,SOF,2026-05-02T01:01:37+0300,morning,afternoon,thursday,thursday
Air Serbia,JU103 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-06-03T16:05,1,2026-06-04T09:15,Paris Charles de Gaulle Airport,France,economy,139,33,3h 55m,OTP,CDG,2026-05-02T01:01:41+0300,afternoon,morning,wednesday,thursday
Iberia,IB640 / IB591,Bucharest Henri Coandă International Airport,Romania,2026-06-03T12:45,1,2026-06-03T23:50,Paris Charles de Gaulle Airport,France,economy,165,33,6h 10m,OTP,CDG,2026-05-02T01:01:41+0300,afternoon,night,wednesday,wednesday
Turkish Airlines,TK1044 / TK1825,Bucharest Henri Coandă International Airport,Romania,2026-06-03T09:30,1,2026-06-03T15:05,Paris Charles de Gaulle Airport,France,economy,229,33,5h 15m,OTP,CDG,2026-05-02T01:01:41+0300,morning,afternoon,wednesday,wednesday
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-06-03T06:00,0,2026-06-03T08:20,Paris Charles de Gaulle Airport,France,economy,236,33,3h 20m,OTP,CDG,2026-05-02T01:01:41+0300,morning,morning,wednesday,wednesday
Lufthansa,LH1419 / LH1040,Bucharest Henri Coandă International Airport,Romania,2026-06-03T13:45,1,2026-06-03T17:55,Paris Charles de Gaulle Airport,France,economy,275,33,3h 50m,OTP,CDG,2026-05-02T01:01:41+0300,afternoon,evening,wednesday,wednesday
TAROM,RO618,Maramures International Airport,Romania,2026-06-16T18:35,0,2026-06-16T19:55,Bucharest Henri Coandă International Airport,Romania,economy,48,46,1h 20m,BAY,OTP,2026-05-02T01:01:42+0300,evening,evening,tuesday,tuesday
Aegean,A3615 / A3960,Paris Charles de Gaulle Airport,France,2026-06-08T21:20,1,2026-06-09T09:05,Bucharest Henri Coandă International Airport,Romania,economy,166,38,4h 35m,CDG,OTP,2026-05-02T01:01:44+0300,night,morning,monday,tuesday
Air Serbia,JU243 / JU102,Paris Charles de Gaulle Airport,France,2026-06-08T20:35,1,2026-06-09T15:20,Bucharest Henri Coandă International Airport,Romania,economy,193,38,3h 35m,CDG,OTP,2026-05-02T01:01:44+0300,evening,afternoon,monday,tuesday
Lufthansa,LH1035 / LH1422,Paris Charles de Gaulle Airport,France,2026-06-08T14:35,1,2026-06-08T23:40,Bucharest Henri Coandă International Airport,Romania,economy,209,38,3h 35m,CDG,OTP,2026-05-02T01:01:44+0300,afternoon,night,monday,monday
LOT,LO336 / LO643,Paris Charles de Gaulle Airport,France,2026-06-08T19:45,1,2026-06-09T01:50,Bucharest Henri Coandă International Airport,Romania,economy,217,38,4h 10m,CDG,OTP,2026-05-02T01:01:44+0300,evening,night,monday,tuesday
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-06-08T12:00,0,2026-06-08T15:50,Bucharest Henri Coandă International Airport,Romania,economy,400,38,2h 50m,CDG,OTP,2026-05-02T01:01:44+0300,afternoon,afternoon,monday,monday
TAROM,RO384,Paris Charles de Gaulle Airport,France,2026-06-08T18:45,0,2026-06-08T22:35,Bucharest Henri Coandă International Airport,Romania,economy,400,38,2h 50m,CDG,OTP,2026-05-02T01:01:44+0300,evening,night,monday,monday
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-06-08T08:50,0,2026-06-08T12:45,Bucharest Henri Coandă International Airport,Romania,economy,465,38,2h 55m,CDG,OTP,2026-05-02T01:01:44+0300,morning,afternoon,monday,monday
SWISS,LX1889 / LX1482,Bucharest Henri Coandă International Airport,Romania,2026-06-24T16:10,1,2026-06-24T23:15,Václav Havel Airport Prague,Czech Republic,economy,152,54,3h 45m,OTP,PRG,2026-05-02T01:01:44+0300,afternoon,night,wednesday,wednesday
Austrian,OS694 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-06-24T13:15,1,2026-06-24T16:10,Václav Havel Airport Prague,Czech Republic,economy,152,54,2h 30m,OTP,PRG,2026-05-02T01:01:44+0300,afternoon,afternoon,wednesday,wednesday
LOT,LO644 / LO527,Bucharest Henri Coandă International Airport,Romania,2026-06-24T05:35,1,2026-06-24T12:05,Václav Havel Airport Prague,Czech Republic,economy,161,54,3h 00m,OTP,PRG,2026-05-02T01:01:44+0300,morning,afternoon,wednesday,wednesday
LOT,LO640 / LO527,Bucharest Henri Coandă International Airport,Romania,2026-06-24T08:20,1,2026-06-24T12:05,Václav Havel Airport Prague,Czech Republic,economy,162,54,3h 05m,OTP,PRG,2026-05-02T01:01:44+0300,morning,afternoon,wednesday,wednesday
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-06-24T18:30,1,2026-06-24T21:40,Václav Havel Airport Prague,Czech Republic,economy,162,54,3h 05m,OTP,PRG,2026-05-02T01:01:44+0300,evening,night,wednesday,wednesday
Lufthansa,LH2543 / LH115 / LH1422,Oradea International Airport,Romania,2026-05-24T14:20,2,2026-05-24T23:30,Bucharest Henri Coandă International Airport,Romania,economy,224,23,4h 55m,OMR,OTP,2026-05-02T01:01:45+0300,afternoon,night,sunday,sunday
LOT,LO658 / LO641,Oradea International Airport,Romania,2026-05-24T18:10,1,2026-05-25T13:50,Bucharest Henri Coandă International Airport,Romania,economy,427,23,3h 10m,OMR,OTP,2026-05-02T01:01:45+0300,evening,afternoon,sunday,monday
TAROM,RO618,Maramures International Airport,Romania,2026-05-19T18:35,0,2026-05-19T19:55,Bucharest Henri Coandă International Airport,Romania,economy,95,18,1h 20m,BAY,OTP,2026-05-02T01:01:49+0300,evening,evening,tuesday,tuesday
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-06-05T07:05,1,2026-06-05T13:50,Bucharest Henri Coandă International Airport,Romania,economy,152,35,4h 10m,CDG,OTP,2026-05-02T01:01:50+0300,morning,afternoon,friday,friday
LOT,LO336 / LO643,Paris Charles de Gaulle Airport,France,2026-06-05T19:45,1,2026-06-06T01:50,Bucharest Henri Coandă International Airport,Romania,economy,177,35,4h 10m,CDG,OTP,2026-05-02T01:01:50+0300,evening,night,friday,saturday
SWISS,LX645 / LX1886,Paris Charles de Gaulle Airport,France,2026-06-05T19:40,1,2026-06-06T01:10,Bucharest Henri Coandă International Airport,Romania,economy,198,35,3h 40m,CDG,OTP,2026-05-02T01:01:50+0300,evening,night,friday,saturday
LOT,LO332 / LO645,Paris Charles de Gaulle Airport,France,2026-06-05T10:45,1,2026-06-05T17:45,Bucharest Henri Coandă International Airport,Romania,economy,217,35,4h 20m,CDG,OTP,2026-05-02T01:01:50+0300,morning,evening,friday,friday
Air Serbia,JU241 / JU102,Paris Charles de Gaulle Airport,France,2026-06-05T10:00,1,2026-06-05T15:20,Bucharest Henri Coandă International Airport,Romania,economy,222,35,3h 35m,CDG,OTP,2026-05-02T01:01:50+0300,morning,afternoon,friday,friday
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-06-05T08:50,0,2026-06-05T12:45,Bucharest Henri Coandă International Airport,Romania,economy,286,35,2h 55m,CDG,OTP,2026-05-02T01:01:50+0300,morning,afternoon,friday,friday
SWISS,LX633 / LX1888,Paris Charles de Gaulle Airport,France,2026-06-05T09:45,1,2026-06-05T15:20,Bucharest Henri Coandă International Airport,Romania,economy,290,35,3h 40m,CDG,OTP,2026-05-02T01:01:50+0300,morning,afternoon,friday,friday
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-06-05T12:00,0,2026-06-05T15:50,Bucharest Henri Coandă International Airport,Romania,economy,295,35,2h 50m,CDG,OTP,2026-05-02T01:01:50+0300,afternoon,afternoon,friday,friday
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-05-10T11:50,0,2026-05-10T13:15,Maramures International Airport,Romania,economy,147,9,1h 25m,OTP,BAY,2026-05-02T01:01:52+0300,morning,afternoon,sunday,sunday
Air Serbia,JU103 / JU350,Bucharest Henri Coandă International Airport,Romania,2026-05-04T16:05,1,2026-05-05T09:00,Frankfurt Airport,Germany,economy,192,3,3h 20m,OTP,FRA,2026-05-02T01:02:01+0300,afternoon,morning,monday,tuesday
LOT,LO644 / LO381,Bucharest Henri Coandă International Airport,Romania,2026-05-04T05:35,1,2026-05-04T09:40,Frankfurt Airport,Germany,economy,280,3,3h 45m,OTP,FRA,2026-05-02T01:02:01+0300,morning,morning,monday,monday
LOT,LO642 / LO379,Bucharest Henri Coandă International Airport,Romania,2026-05-04T14:35,1,2026-05-04T19:00,Frankfurt Airport,Germany,economy,280,3,3h 50m,OTP,FRA,2026-05-02T01:02:01+0300,afternoon,evening,monday,monday
Air Serbia,JU103 / JU352,Bucharest Henri Coandă International Airport,Romania,2026-05-04T16:05,1,2026-05-04T19:30,Frankfurt Airport,Germany,economy,310,3,3h 20m,OTP,FRA,2026-05-02T01:02:01+0300,afternoon,evening,monday,monday
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-05-04T06:05,0,2026-05-04T07:40,Frankfurt Airport,Germany,economy,323,3,2h 35m,OTP,FRA,2026-05-02T01:02:01+0300,morning,morning,monday,monday
Lufthansa,LH1417,Bucharest Henri Coandă International Airport,Romania,2026-05-04T17:15,0,2026-05-04T18:50,Frankfurt Airport,Germany,economy,323,3,2h 35m,OTP,FRA,2026-05-02T01:02:01+0300,evening,evening,monday,monday
TAROM,RO628,Oradea International Airport,Romania,2026-05-09T19:35,0,2026-05-09T20:55,Bucharest Henri Coandă International Airport,Romania,economy,121,8,1h 20m,OMR,OTP,2026-05-02T01:02:01+0300,evening,evening,saturday,saturday
Austrian,OS528 / OS691,Milan Linate Airport,Italy,2026-06-21T20:00,1,2026-06-22T09:05,Bucharest Henri Coandă International Airport,Romania,economy,165,51,3h 00m,LIN,OTP,2026-05-02T01:02:02+0300,evening,morning,sunday,monday
Lufthansa,LH1853 / LH1654,Milan Linate Airport,Italy,2026-06-21T13:40,1,2026-06-22T01:10,Bucharest Henri Coandă International Airport,Romania,economy,167,51,3h 05m,LIN,OTP,2026-05-02T01:02:02+0300,afternoon,night,sunday,monday
Lufthansa,LH1855 / LH1654,Milan Linate Airport,Italy,2026-06-21T18:25,1,2026-06-22T01:10,Bucharest Henri Coandă International Airport,Romania,economy,196,51,3h 05m,LIN,OTP,2026-05-02T01:02:02+0300,evening,night,sunday,monday
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-06-21T06:50,1,2026-06-21T13:10,Bucharest Henri Coandă International Airport,Romania,economy,243,51,3h 40m,LIN,OTP,2026-05-02T01:02:02+0300,morning,afternoon,sunday,sunday
Lufthansa,LH275 / LH1422,Milan Linate Airport,Italy,2026-06-21T15:20,1,2026-06-21T23:30,Bucharest Henri Coandă International Airport,Romania,economy,243,51,3h 40m,LIN,OTP,2026-05-02T01:02:02+0300,afternoon,night,sunday,sunday
Luxair,LG6496 / LG8903,Milan Linate Airport,Italy,2026-06-21T21:20,1,2026-06-22T09:30,Bucharest Henri Coandă International Airport,Romania,economy,255,51,3h 55m,LIN,OTP,2026-05-02T01:02:02+0300,night,morning,sunday,monday
KLM,KL1612 / KL1373,Milan Linate Airport,Italy,2026-06-21T06:40,1,2026-06-21T13:00,Bucharest Henri Coandă International Airport,Romania,economy,316,51,4h 25m,LIN,OTP,2026-05-02T01:02:02+0300,morning,afternoon,sunday,sunday
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-06-21T06:25,1,2026-06-21T12:45,Bucharest Henri Coandă International Airport,Romania,economy,351,51,4h 35m,LIN,OTP,2026-05-02T01:02:02+0300,morning,afternoon,sunday,sunday
LOT,LO646 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-06-02T18:30,1,2026-06-03T13:45,Oradea International Airport,Romania,economy,447,32,3h 15m,OTP,OMR,2026-05-02T01:02:05+0300,evening,afternoon,tuesday,wednesday
Austrian,OS558 / OS705,Leonardo da Vinci International Airport,Italy,2026-05-23T21:30,1,2026-05-25T01:20,Iași Airport,Romania,economy,257,22,3h 05m,FCO,IAS,2026-05-02T01:02:14+0300,night,night,saturday,monday
Austrian,OS558 / OS703,Leonardo da Vinci International Airport,Italy,2026-05-23T21:30,1,2026-05-24T15:20,Iași Airport,Romania,economy,390,22,3h 05m,FCO,IAS,2026-05-02T01:02:14+0300,night,afternoon,saturday,sunday
Air Serbia,JU103 / JU174,Bucharest Henri Coandă International Airport,Romania,2026-06-08T16:05,1,2026-06-08T20:05,Václav Havel Airport Prague,Czech Republic,economy,131,38,3h 25m,OTP,PRG,2026-05-02T01:02:22+0300,afternoon,evening,monday,monday
SWISS,LX1889 / LX1482,Bucharest Henri Coandă International Airport,Romania,2026-06-08T16:10,1,2026-06-08T23:15,Václav Havel Airport Prague,Czech Republic,economy,152,38,3h 45m,OTP,PRG,2026-05-02T01:02:22+0300,afternoon,night,monday,monday
Austrian,OS694 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-06-08T13:15,1,2026-06-08T16:10,Václav Havel Airport Prague,Czech Republic,economy,152,38,2h 30m,OTP,PRG,2026-05-02T01:02:22+0300,afternoon,afternoon,monday,monday
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-06-08T18:55,1,2026-06-08T21:50,Václav Havel Airport Prague,Czech Republic,economy,152,38,2h 30m,OTP,PRG,2026-05-02T01:02:22+0300,evening,night,monday,monday
TAROM,RO225,Bucharest Henri Coandă International Airport,Romania,2026-06-08T09:50,0,2026-06-08T11:40,Václav Havel Airport Prague,Czech Republic,economy,211,38,2h 50m,OTP,PRG,2026-05-02T01:02:22+0300,morning,morning,monday,monday
KLM,KL1374 / KL1609,Bucharest Henri Coandă International Airport,Romania,2026-06-16T14:00,1,2026-06-16T22:45,Leonardo da Vinci International Airport,Italy,economy,137,46,5h 05m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,night,tuesday,tuesday
Eurowings,EW9793 / EW9886,Bucharest Henri Coandă International Airport,Romania,2026-06-16T10:30,1,2026-06-16T19:25,Leonardo da Vinci International Airport,Italy,economy,176,46,4h 40m,OTP,FCO,2026-05-02T01:02:24+0300,morning,evening,tuesday,tuesday
Air Serbia,JU103 / JU404,Bucharest Henri Coandă International Airport,Romania,2026-06-16T16:05,1,2026-06-17T19:45,Leonardo da Vinci International Airport,Italy,economy,188,46,2h 50m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,evening,tuesday,wednesday
Aegean,A3961 / A3654,Bucharest Henri Coandă International Airport,Romania,2026-06-16T09:55,1,2026-06-16T17:35,Leonardo da Vinci International Airport,Italy,economy,196,46,3h 40m,OTP,FCO,2026-05-02T01:02:24+0300,morning,evening,tuesday,tuesday
Turkish Airlines,TK1042 / TK1863,Bucharest Henri Coandă International Airport,Romania,2026-06-16T13:25,1,2026-06-16T18:25,Leonardo da Vinci International Airport,Italy,economy,212,46,4h 05m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,evening,tuesday,tuesday
Turkish Airlines,TK1040 / TK1361,Bucharest Henri Coandă International Airport,Romania,2026-06-16T15:55,1,2026-06-16T23:35,Leonardo da Vinci International Airport,Italy,economy,212,46,4h 15m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,night,tuesday,tuesday
Austrian,OS696 / OS557,Bucharest Henri Coandă International Airport,Romania,2026-06-16T15:55,1,2026-06-16T20:40,Leonardo da Vinci International Airport,Italy,economy,213,46,3h 15m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,evening,tuesday,tuesday
Lufthansa,LH1417 / LH242,Bucharest Henri Coandă International Airport,Romania,2026-06-16T17:15,1,2026-06-16T23:10,Leonardo da Vinci International Airport,Italy,economy,221,46,4h 25m,OTP,FCO,2026-05-02T01:02:24+0300,evening,night,tuesday,tuesday
KLM,KL1372 / KL1605,Bucharest Henri Coandă International Airport,Romania,2026-06-16T07:05,1,2026-06-16T16:25,Leonardo da Vinci International Airport,Italy,economy,242,46,5h 00m,OTP,FCO,2026-05-02T01:02:24+0300,morning,afternoon,tuesday,tuesday
Air France,AF1889 / AF1404,Bucharest Henri Coandă International Airport,Romania,2026-06-16T13:40,1,2026-06-16T19:05,Leonardo da Vinci International Airport,Italy,economy,343,46,5h 15m,OTP,FCO,2026-05-02T01:02:24+0300,afternoon,evening,tuesday,tuesday
Air France,AF1089 / AF1732,Bucharest Henri Coandă International Airport,Romania,2026-05-09T06:00,1,2026-05-09T22:30,Milan Linate Airport,Italy,economy,207,8,4h 50m,OTP,LIN,2026-05-02T01:02:26+0300,morning,night,saturday,saturday
Austrian,OS694 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-05-09T13:15,1,2026-05-09T19:10,Milan Linate Airport,Italy,economy,226,8,3h 05m,OTP,LIN,2026-05-02T01:02:26+0300,afternoon,evening,saturday,saturday
Lufthansa,LH1423 / LH276,Bucharest Henri Coandă International Airport,Romania,2026-05-09T06:05,1,2026-05-09T17:30,Milan Linate Airport,Italy,economy,238,8,3h 50m,OTP,LIN,2026-05-02T01:02:26+0300,morning,evening,saturday,saturday
