airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
Lufthansa,LH1691 / LH1652,Václav Havel Airport Prague,Czech Republic,2026-06-01T13:25,1,2026-06-01T18:35,Bucharest Henri Coandă International Airport,Romania,economy,400,31,2h 55m,PRG,OTP,2026-05-02T00:59:49+0300,afternoon,evening,monday,monday
Austrian,OS558 / OS705,Leonardo da Vinci International Airport,Italy,2026-06-17T21:30,1,2026-06-19T01:20,Iași Airport,Romania,economy,218,47,3h 05m,FCO,IAS,2026-05-02T00:59:49+0300,night,night,wednesday,friday
Austrian,OS556 / OS703,Leonardo da Vinci International Airport,Italy,2026-06-17T17:45,1,2026-06-18T15:20,Iași Airport,Romania,economy,257,47,3h 05m,FCO,IAS,2026-05-02T00:59:49+0300,evening,afternoon,wednesday,thursday
Austrian,OS558 / OS703,Leonardo da Vinci International Airport,Italy,2026-06-17T21:30,1,2026-06-18T15:20,Iași Airport,Romania,economy,338,47,3h 05m,FCO,IAS,2026-05-02T00:59:49+0300,night,afternoon,wednesday,thursday
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-05-30T16:00,1,2026-05-31T15:35,Bucharest Henri Coandă International Airport,Romania,economy,121,29,2h 45m,SOF,OTP,2026-05-02T00:59:51+0300,afternoon,afternoon,saturday,sunday
Aegean,A3981 / A3962,Sofia International Airport,Bulgaria,2026-05-30T10:55,1,2026-05-30T19:45,Bucharest Henri Coandă International Airport,Romania,economy,279,29,2h 50m,SOF,OTP,2026-05-02T00:59:51+0300,morning,evening,saturday,saturday
Air France,AF1089 / AF1312,Bucharest Henri Coandă International Airport,Romania,2026-05-08T06:00,1,2026-05-08T19:45,Milan Linate Airport,Italy,economy,205,7,4h 45m,OTP,LIN,2026-05-02T00:59:54+0300,morning,evening,friday,friday
Air France,AF1089 / AF1012,Bucharest Henri Coandă International Airport,Romania,2026-05-08T06:00,1,2026-05-08T13:55,Milan Linate Airport,Italy,economy,279,7,4h 55m,OTP,LIN,2026-05-02T00:59:54+0300,morning,afternoon,friday,friday
Air France,AF1889 / AF1312,Bucharest Henri Coandă International Airport,Romania,2026-05-08T13:40,1,2026-05-08T19:45,Milan Linate Airport,Italy,economy,279,7,4h 35m,OTP,LIN,2026-05-02T00:59:54+0300,afternoon,evening,friday,friday
Lufthansa,LH1653 / LH1850,Bucharest Henri Coandă International Airport,Romania,2026-05-08T19:20,1,2026-05-09T09:10,Milan Linate Airport,Italy,economy,303,7,3h 15m,OTP,LIN,2026-05-02T00:59:54+0300,evening,morning,friday,saturday
Lufthansa,LH1423 / LH270,Bucharest Henri Coandă International Airport,Romania,2026-05-08T06:05,1,2026-05-08T10:00,Milan Linate Airport,Italy,economy,333,7,3h 50m,OTP,LIN,2026-05-02T00:59:54+0300,morning,morning,friday,friday
KLM,KL1372 / KL1615,Bucharest Henri Coandă International Airport,Romania,2026-05-08T07:05,1,2026-05-08T12:00,Milan Linate Airport,Italy,economy,352,7,4h 30m,OTP,LIN,2026-05-02T00:59:54+0300,morning,afternoon,friday,friday
Lufthansa,LH1419 / LH276,Bucharest Henri Coandă International Airport,Romania,2026-05-08T13:45,1,2026-05-08T17:30,Milan Linate Airport,Italy,economy,620,7,3h 50m,OTP,LIN,2026-05-02T00:59:54+0300,afternoon,evening,friday,friday
Air Serbia,JU103 / JU404,Bucharest Henri Coandă International Airport,Romania,2026-05-07T16:05,1,2026-05-08T19:45,Leonardo da Vinci International Airport,Italy,economy,258,6,2h 50m,OTP,FCO,2026-05-02T00:59:58+0300,afternoon,evening,thursday,friday
SWISS,LX1887 / LX1736,Bucharest Henri Coandă International Airport,Romania,2026-05-07T06:20,1,2026-05-07T14:20,Leonardo da Vinci International Airport,Italy,economy,276,6,4h 10m,OTP,FCO,2026-05-02T00:59:58+0300,morning,afternoon,thursday,thursday
LOT,LO644 / LO301,Bucharest Henri Coandă International Airport,Romania,2026-05-07T05:35,1,2026-05-07T09:45,Leonardo da Vinci International Airport,Italy,economy,323,6,4h 10m,OTP,FCO,2026-05-02T00:59:58+0300,morning,morning,thursday,thursday
Turkish Airlines,TK1044 / TK1865,Bucharest Henri Coandă International Airport,Romania,2026-05-07T09:40,1,2026-05-07T14:10,Leonardo da Vinci International Airport,Italy,economy,362,6,4h 15m,OTP,FCO,2026-05-02T00:59:58+0300,morning,afternoon,thursday,thursday
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-05-07T13:15,1,2026-05-07T16:55,Leonardo da Vinci International Airport,Italy,economy,658,6,3h 15m,OTP,FCO,2026-05-02T00:59:58+0300,afternoon,afternoon,thursday,thursday
Turkish Airlines,TK1046 / TK1015,Bucharest Henri Coandă International Airport,Romania,2026-05-26T21:35,1,2026-05-27T21:10,Timișoara International Airport,Romania,economy,167,25,3h 15m,OTP,TSR,2026-05-02T01:00:13+0300,night,night,tuesday,wednesday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-06-25T04:30,1,2026-06-25T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,137,55,5h 05m,OTP,MAD,2026-05-02T01:00:14+0300,night,evening,thursday,thursday
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-06-25T15:55,1,2026-06-25T22:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,285,55,6h 10m,OTP,MAD,2026-05-02T01:00:14+0300,afternoon,night,thursday,thursday
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-25T14:00,1,2026-06-25T19:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,295,55,5h 30m,OTP,MAD,2026-05-02T01:00:14+0300,afternoon,evening,thursday,thursday
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-06-25T18:10,1,2026-06-25T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,295,55,5h 25m,OTP,MAD,2026-05-02T01:00:14+0300,evening,night,thursday,thursday
LOT,LO640 / LO433,Bucharest Henri Coandă International Airport,Romania,2026-06-25T08:20,1,2026-06-25T14:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,469,55,5h 45m,OTP,MAD,2026-05-02T01:00:14+0300,morning,afternoon,thursday,thursday
TAROM,RO618,Maramures International Airport,Romania,2026-05-18T17:50,0,2026-05-18T19:10,Bucharest Henri Coandă International Airport,Romania,economy,95,17,1h 20m,BAY,OTP,2026-05-02T01:00:18+0300,evening,evening,monday,monday
Air Serbia,JU103 / JU404,Bucharest Henri Coandă International Airport,Romania,2026-06-02T16:05,1,2026-06-03T19:45,Leonardo da Vinci International Airport,Italy,economy,188,32,2h 50m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,evening,tuesday,wednesday
Turkish Airlines,TK1046 / TK1861,Bucharest Henri Coandă International Airport,Romania,2026-06-02T21:35,1,2026-06-03T09:20,Leonardo da Vinci International Airport,Italy,economy,212,32,4h 10m,OTP,FCO,2026-05-02T01:00:18+0300,night,morning,tuesday,wednesday
Lufthansa,LH1655 / LH1868,Bucharest Henri Coandă International Airport,Romania,2026-06-02T06:15,1,2026-06-02T15:05,Leonardo da Vinci International Airport,Italy,economy,215,32,3h 45m,OTP,FCO,2026-05-02T01:00:18+0300,morning,afternoon,tuesday,tuesday
Lufthansa,LH1651 / LH1872,Bucharest Henri Coandă International Airport,Romania,2026-06-02T12:45,1,2026-06-02T22:00,Leonardo da Vinci International Airport,Italy,economy,215,32,3h 45m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,night,tuesday,tuesday
Lufthansa,LH1417 / LH242,Bucharest Henri Coandă International Airport,Romania,2026-06-02T17:15,1,2026-06-02T23:10,Leonardo da Vinci International Airport,Italy,economy,221,32,4h 25m,OTP,FCO,2026-05-02T01:00:18+0300,evening,night,tuesday,tuesday
SWISS,LX1887 / LX1736,Bucharest Henri Coandă International Airport,Romania,2026-06-02T06:20,1,2026-06-02T14:20,Leonardo da Vinci International Airport,Italy,economy,241,32,4h 10m,OTP,FCO,2026-05-02T01:00:18+0300,morning,afternoon,tuesday,tuesday
Turkish Airlines,TK1042 / TK1863,Bucharest Henri Coandă International Airport,Romania,2026-06-02T12:55,1,2026-06-02T18:25,Leonardo da Vinci International Airport,Italy,economy,243,32,4h 10m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,evening,tuesday,tuesday
LOT,LO640 / LO303,Bucharest Henri Coandă International Airport,Romania,2026-06-02T08:20,1,2026-06-02T18:05,Leonardo da Vinci International Airport,Italy,economy,288,32,4h 20m,OTP,FCO,2026-05-02T01:00:18+0300,morning,evening,tuesday,tuesday
Turkish Airlines,TK1040 / TK1361,Bucharest Henri Coandă International Airport,Romania,2026-06-02T15:55,1,2026-06-02T23:35,Leonardo da Vinci International Airport,Italy,economy,298,32,4h 15m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,night,tuesday,tuesday
KLM,KL1374 / KL1609,Bucharest Henri Coandă International Airport,Romania,2026-06-02T14:00,1,2026-06-02T22:45,Leonardo da Vinci International Airport,Italy,economy,309,32,5h 05m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,night,tuesday,tuesday
Lufthansa,LH1655 / LH1866,Bucharest Henri Coandă International Airport,Romania,2026-06-02T06:15,1,2026-06-02T10:00,Leonardo da Vinci International Airport,Italy,economy,358,32,3h 45m,OTP,FCO,2026-05-02T01:00:18+0300,morning,morning,tuesday,tuesday
Air France,AF1089 / AF1104,Bucharest Henri Coandă International Airport,Romania,2026-06-02T06:00,1,2026-06-02T11:25,Leonardo da Vinci International Airport,Italy,economy,594,32,5h 30m,OTP,FCO,2026-05-02T01:00:18+0300,morning,morning,tuesday,tuesday
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-06-02T13:15,1,2026-06-02T16:55,Leonardo da Vinci International Airport,Italy,economy,700,32,3h 15m,OTP,FCO,2026-05-02T01:00:18+0300,afternoon,afternoon,tuesday,tuesday
Air Serbia,JU103 / JU570,Bucharest Henri Coandă International Airport,Romania,2026-05-18T16:05,1,2026-05-19T11:40,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,160,17,4h 50m,OTP,MAD,2026-05-02T01:00:18+0300,afternoon,morning,monday,tuesday
Aegean,A3963 / A3700,Bucharest Henri Coandă International Airport,Romania,2026-05-18T20:35,1,2026-05-19T12:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,288,17,5h 25m,OTP,MAD,2026-05-02T01:00:18+0300,evening,afternoon,monday,tuesday
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-05-18T15:55,1,2026-05-18T22:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,404,17,6h 10m,OTP,MAD,2026-05-02T01:00:18+0300,afternoon,night,monday,monday
Air France,AF1089 / AF1300,Bucharest Henri Coandă International Airport,Romania,2026-05-18T06:00,1,2026-05-18T11:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,677,17,5h 25m,OTP,MAD,2026-05-02T01:00:18+0300,morning,morning,monday,monday
Lufthansa,LH1671 / LH1654,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-18T18:10,1,2026-06-19T01:10,Bucharest Henri Coandă International Airport,Romania,economy,150,48,3h 50m,CLJ,OTP,2026-05-02T01:00:20+0300,evening,night,thursday,friday
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-18T21:05,1,2026-06-19T08:10,Bucharest Henri Coandă International Airport,Romania,economy,186,48,2h 55m,CLJ,OTP,2026-05-02T01:00:20+0300,night,morning,thursday,friday
Turkish Airlines,TK1048 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-18T09:55,1,2026-06-18T14:35,Bucharest Henri Coandă International Airport,Romania,economy,201,48,3h 05m,CLJ,OTP,2026-05-02T01:00:20+0300,morning,afternoon,thursday,thursday
SWISS,LX1887 / LX1486,Bucharest Henri Coandă International Airport,Romania,2026-05-05T06:20,1,2026-05-05T13:55,Václav Havel Airport Prague,Czech Republic,economy,212,4,3h 50m,OTP,PRG,2026-05-02T01:00:26+0300,morning,afternoon,tuesday,tuesday
SWISS,LX1889 / LX1482,Bucharest Henri Coandă International Airport,Romania,2026-05-05T16:10,1,2026-05-05T23:15,Václav Havel Airport Prague,Czech Republic,economy,212,4,3h 50m,OTP,PRG,2026-05-02T01:00:26+0300,afternoon,night,tuesday,tuesday
Austrian,OS700 / OS643,Bucharest Henri Coandă International Airport,Romania,2026-05-05T06:35,1,2026-05-05T10:35,Václav Havel Airport Prague,Czech Republic,economy,212,4,2h 30m,OTP,PRG,2026-05-02T01:00:26+0300,morning,morning,tuesday,tuesday
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-05-05T18:55,1,2026-05-05T21:50,Václav Havel Airport Prague,Czech Republic,economy,212,4,2h 30m,OTP,PRG,2026-05-02T01:00:26+0300,evening,night,tuesday,tuesday
Lufthansa,LH1417 / LH1402,Bucharest Henri Coandă International Airport,Romania,2026-05-05T17:15,1,2026-05-05T23:00,Václav Havel Airport Prague,Czech Republic,economy,215,4,3h 35m,OTP,PRG,2026-05-02T01:00:26+0300,evening,night,tuesday,tuesday
Air France,AF1089 / AF1382,Bucharest Henri Coandă International Airport,Romania,2026-05-05T06:00,1,2026-05-05T10:50,Václav Havel Airport Prague,Czech Republic,economy,218,4,5h 05m,OTP,PRG,2026-05-02T01:00:26+0300,morning,morning,tuesday,tuesday
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-05-05T18:30,1,2026-05-05T21:40,Václav Havel Airport Prague,Czech Republic,economy,460,4,3h 05m,OTP,PRG,2026-05-02T01:00:26+0300,evening,night,tuesday,tuesday
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-06-22T16:00,1,2026-06-23T15:20,Bucharest Henri Coandă International Airport,Romania,economy,144,52,2h 30m,SOF,OTP,2026-05-02T01:00:27+0300,afternoon,afternoon,monday,tuesday
Turkish Airlines,TK1030 / TK1043,Sofia International Airport,Bulgaria,2026-06-22T21:05,1,2026-06-23T08:10,Bucharest Henri Coandă International Airport,Romania,economy,213,52,2h 45m,SOF,OTP,2026-05-02T01:00:27+0300,night,morning,monday,tuesday
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-06-22T05:30,1,2026-06-22T13:50,Bucharest Henri Coandă International Airport,Romania,economy,329,52,3h 50m,SOF,OTP,2026-05-02T01:00:27+0300,morning,afternoon,monday,monday
LOT,LO642 / LO379,Bucharest Henri Coandă International Airport,Romania,2026-05-11T14:35,1,2026-05-11T19:00,Frankfurt Airport,Germany,economy,221,10,3h 50m,OTP,FRA,2026-05-02T01:00:29+0300,afternoon,evening,monday,monday
KLM,KL1376 / KL1825,Bucharest Henri Coandă International Airport,Romania,2026-05-11T18:10,1,2026-05-11T22:00,Frankfurt Airport,Germany,economy,233,10,3h 55m,OTP,FRA,2026-05-02T01:00:29+0300,evening,night,monday,monday
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-05-11T06:05,0,2026-05-11T07:40,Frankfurt Airport,Germany,economy,308,10,2h 35m,OTP,FRA,2026-05-02T01:00:29+0300,morning,morning,monday,monday
Lufthansa,LH1417,Bucharest Henri Coandă International Airport,Romania,2026-05-11T17:15,0,2026-05-11T18:50,Frankfurt Airport,Germany,economy,323,10,2h 35m,OTP,FRA,2026-05-02T01:00:29+0300,evening,evening,monday,monday
Austrian,OS704 / OS513,Iași Airport,Romania,2026-05-22T16:00,1,2026-05-23T10:05,Bologna Guglielmo Marconi Airport,Italy,economy,274,21,2h 50m,IAS,BLQ,2026-05-02T01:00:32+0300,afternoon,morning,friday,saturday
Austrian,OS706 / OS513,Iași Airport,Romania,2026-05-22T05:20,1,2026-05-22T10:05,Bologna Guglielmo Marconi Airport,Italy,economy,644,21,2h 55m,IAS,BLQ,2026-05-02T01:00:32+0300,morning,morning,friday,friday
Austrian,OS518 / OS703,Bologna Guglielmo Marconi Airport,Italy,2026-05-04T19:10,1,2026-05-05T15:20,Iași Airport,Romania,economy,298,3,2h 45m,BLQ,IAS,2026-05-02T01:00:33+0300,evening,afternoon,monday,tuesday
KLM,KL1374 / KL1609,Bucharest Henri Coandă International Airport,Romania,2026-06-20T14:00,1,2026-06-20T22:45,Leonardo da Vinci International Airport,Italy,economy,183,50,5h 05m,OTP,FCO,2026-05-02T01:00:34+0300,afternoon,night,saturday,saturday
Lufthansa,LH1655 / LH1866,Bucharest Henri Coandă International Airport,Romania,2026-06-20T06:15,1,2026-06-20T10:00,Leonardo da Vinci International Airport,Italy,economy,244,50,3h 45m,OTP,FCO,2026-05-02T01:00:34+0300,morning,morning,saturday,saturday
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-06-20T13:15,1,2026-06-20T17:15,Leonardo da Vinci International Airport,Italy,economy,356,50,3h 15m,OTP,FCO,2026-05-02T01:00:34+0300,afternoon,evening,saturday,saturday
TAROM,RO618,Maramures International Airport,Romania,2026-06-19T17:50,0,2026-06-19T19:10,Bucharest Henri Coandă International Airport,Romania,economy,48,49,1h 20m,BAY,OTP,2026-05-02T01:00:40+0300,evening,evening,friday,friday
Austrian,OS704 / OS693,Iași Airport,Romania,2026-05-07T16:00,1,2026-05-08T12:25,Bucharest Henri Coandă International Airport,Romania,economy,273,6,3h 10m,IAS,OTP,2026-05-02T01:00:41+0300,afternoon,afternoon,thursday,friday
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-06-29T16:00,0,2026-06-29T17:25,Maramures International Airport,Romania,economy,65,59,1h 25m,OTP,BAY,2026-05-02T01:00:48+0300,afternoon,evening,monday,monday
Lufthansa,LH1651 / LH1670,Bucharest Henri Coandă International Airport,Romania,2026-05-05T12:45,1,2026-05-05T17:25,"Cluj ""Avram Iancu"" International Airport",Romania,economy,622,4,3h 50m,OTP,CLJ,2026-05-02T01:00:51+0300,afternoon,evening,tuesday,tuesday
Turkish Airlines,TK1044 / TK1593,Bucharest Henri Coandă International Airport,Romania,2026-05-17T09:30,1,2026-05-17T17:35,Frankfurt Airport,Germany,economy,241,16,4h 40m,OTP,FRA,2026-05-02T01:00:51+0300,morning,evening,sunday,sunday
LOT,LO644 / LO381,Bucharest Henri Coandă International Airport,Romania,2026-05-17T05:35,1,2026-05-17T09:40,Frankfurt Airport,Germany,economy,280,16,3h 45m,OTP,FRA,2026-05-02T01:00:51+0300,morning,morning,sunday,sunday
Lufthansa,LH1417,Bucharest Henri Coandă International Airport,Romania,2026-05-17T17:35,0,2026-05-17T19:10,Frankfurt Airport,Germany,economy,486,16,2h 35m,OTP,FRA,2026-05-02T01:00:51+0300,evening,evening,sunday,sunday
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-05-17T06:05,0,2026-05-17T07:40,Frankfurt Airport,Germany,economy,519,16,2h 35m,OTP,FRA,2026-05-02T01:00:51+0300,morning,morning,sunday,sunday
LOT,LO382 / LO641,Frankfurt Airport,Germany,2026-05-31T10:40,1,2026-06-01T13:50,Bucharest Henri Coandă International Airport,Romania,economy,184,30,3h 40m,FRA,OTP,2026-05-02T01:00:55+0300,morning,afternoon,sunday,monday
LOT,LO380 / LO645,Frankfurt Airport,Germany,2026-05-31T20:00,1,2026-06-01T17:45,Bucharest Henri Coandă International Airport,Romania,economy,184,30,3h 40m,FRA,OTP,2026-05-02T01:00:55+0300,evening,evening,sunday,monday
LOT,LO380 / LO643,Frankfurt Airport,Germany,2026-05-31T20:00,1,2026-06-01T01:50,Bucharest Henri Coandă International Airport,Romania,economy,248,30,3h 35m,FRA,OTP,2026-05-02T01:00:55+0300,evening,night,sunday,monday
Aegean,A3833 / A3960,Frankfurt Airport,Germany,2026-05-31T18:55,1,2026-06-01T09:05,Bucharest Henri Coandă International Airport,Romania,economy,256,30,4h 10m,FRA,OTP,2026-05-02T01:00:55+0300,evening,morning,sunday,monday
Lufthansa,LH94 / LH1650,Frankfurt Airport,Germany,2026-05-31T07:15,1,2026-05-31T12:00,Bucharest Henri Coandă International Airport,Romania,economy,266,30,2h 55m,FRA,OTP,2026-05-02T01:00:55+0300,morning,afternoon,sunday,sunday
Austrian,OS218 / OS693,Frankfurt Airport,Germany,2026-05-31T06:40,1,2026-05-31T12:25,Bucharest Henri Coandă International Airport,Romania,economy,270,30,3h 00m,FRA,OTP,2026-05-02T01:00:55+0300,morning,afternoon,sunday,sunday
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-31T20:10,0,2026-05-31T23:30,Bucharest Henri Coandă International Airport,Romania,economy,271,30,2h 20m,FRA,OTP,2026-05-02T01:00:55+0300,evening,night,sunday,sunday
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-05-31T13:10,0,2026-05-31T16:30,Bucharest Henri Coandă International Airport,Romania,economy,328,30,2h 20m,FRA,OTP,2026-05-02T01:00:55+0300,afternoon,afternoon,sunday,sunday
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-05-31T13:40,1,2026-05-31T18:05,Bucharest Henri Coandă International Airport,Romania,economy,329,30,3h 00m,FRA,OTP,2026-05-02T01:00:55+0300,afternoon,evening,sunday,sunday
Austrian,OS704 / OS551,Iași Airport,Romania,2026-06-19T16:00,1,2026-06-20T08:10,Leonardo da Vinci International Airport,Italy,economy,231,49,3h 10m,IAS,FCO,2026-05-02T01:00:58+0300,afternoon,morning,friday,saturday
Norwegian,DY1719 / DY1560,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T20:30,1,2026-05-24T11:40,Bucharest Henri Coandă International Airport,Romania,economy,155,22,6h 25m,MAD,OTP,2026-05-02T01:01:01+0300,evening,morning,saturday,sunday
Air Serbia,JU571 / JU106,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T12:30,1,2026-05-25T03:05,Bucharest Henri Coandă International Airport,Romania,economy,166,22,4h 35m,MAD,OTP,2026-05-02T01:01:01+0300,afternoon,night,saturday,monday
Lufthansa,LH1805 / LH1654,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T18:25,1,2026-05-24T01:10,Bucharest Henri Coandă International Airport,Romania,economy,250,22,4h 35m,MAD,OTP,2026-05-02T01:01:01+0300,evening,night,saturday,sunday
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T06:00,1,2026-05-23T13:00,Bucharest Henri Coandă International Airport,Romania,economy,313,22,5h 00m,MAD,OTP,2026-05-02T01:01:01+0300,morning,afternoon,saturday,saturday
LOT,LO432 / LO641,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T06:00,1,2026-05-23T13:50,Bucharest Henri Coandă International Airport,Romania,economy,337,22,5h 20m,MAD,OTP,2026-05-02T01:01:01+0300,morning,afternoon,saturday,saturday
Lufthansa,LH1121 / LH1418,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-23T05:55,1,2026-05-23T13:10,Bucharest Henri Coandă International Airport,Romania,economy,362,22,5h 00m,MAD,OTP,2026-05-02T01:01:01+0300,morning,afternoon,saturday,saturday
Austrian,OS530 / OS693,Milan Linate Airport,Italy,2026-06-18T07:00,1,2026-06-18T12:25,Bucharest Henri Coandă International Airport,Romania,economy,165,48,3h 00m,LIN,OTP,2026-05-02T01:01:09+0300,morning,afternoon,thursday,thursday
Lufthansa,LH1855 / LH1654,Milan Linate Airport,Italy,2026-06-18T18:25,1,2026-06-19T01:10,Bucharest Henri Coandă International Airport,Romania,economy,167,48,3h 05m,LIN,OTP,2026-05-02T01:01:09+0300,evening,night,thursday,friday
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-06-18T06:50,1,2026-06-18T12:50,Bucharest Henri Coandă International Airport,Romania,economy,205,48,3h 40m,LIN,OTP,2026-05-02T01:01:09+0300,morning,afternoon,thursday,thursday
Lufthansa,LH277 / LH1422,Milan Linate Airport,Italy,2026-06-18T18:15,1,2026-06-18T23:50,Bucharest Henri Coandă International Airport,Romania,economy,205,48,3h 40m,LIN,OTP,2026-05-02T01:01:09+0300,evening,night,thursday,thursday
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-06-18T06:25,1,2026-06-18T12:45,Bucharest Henri Coandă International Airport,Romania,economy,238,48,4h 35m,LIN,OTP,2026-05-02T01:01:09+0300,morning,afternoon,thursday,thursday
Lufthansa,LH271 / LH1416,Milan Linate Airport,Italy,2026-06-18T10:35,1,2026-06-18T16:20,Bucharest Henri Coandă International Airport,Romania,economy,243,48,3h 40m,LIN,OTP,2026-05-02T01:01:09+0300,morning,afternoon,thursday,thursday
LOT,LO644 / LO301,Bucharest Henri Coandă International Airport,Romania,2026-05-03T05:35,1,2026-05-03T09:45,Leonardo da Vinci International Airport,Italy,economy,364,2,4h 10m,OTP,FCO,2026-05-02T01:01:13+0300,morning,morning,sunday,sunday
Lufthansa,LH1655 / LH1866,Bucharest Henri Coandă International Airport,Romania,2026-05-03T06:15,1,2026-05-03T10:00,Leonardo da Vinci International Airport,Italy,economy,408,2,3h 45m,OTP,FCO,2026-05-02T01:01:13+0300,morning,morning,sunday,sunday
Air France,AF1089 / AF1104,Bucharest Henri Coandă International Airport,Romania,2026-05-03T06:00,1,2026-05-03T11:25,Leonardo da Vinci International Airport,Italy,economy,675,2,5h 30m,OTP,FCO,2026-05-02T01:01:13+0300,morning,morning,sunday,sunday
Air France,AF1889 / AF1404,Bucharest Henri Coandă International Airport,Romania,2026-05-03T13:40,1,2026-05-03T19:05,Leonardo da Vinci International Airport,Italy,economy,796,2,5h 15m,OTP,FCO,2026-05-02T01:01:13+0300,afternoon,evening,sunday,sunday
TAROM,RO708,Iași Airport,Romania,2026-05-12T19:55,0,2026-05-12T21:05,Bucharest Henri Coandă International Airport,Romania,economy,124,11,1h 10m,IAS,OTP,2026-05-02T01:01:13+0300,evening,night,tuesday,tuesday
TAROM,RO702,Iași Airport,Romania,2026-05-12T09:15,0,2026-05-12T10:25,Bucharest Henri Coandă International Airport,Romania,economy,264,11,1h 10m,IAS,OTP,2026-05-02T01:01:13+0300,morning,morning,tuesday,tuesday
Lufthansa,LH1653 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-06-04T19:20,1,2026-06-05T13:35,Oradea International Airport,Romania,economy,340,34,3h 35m,OTP,OMR,2026-05-02T01:01:16+0300,evening,afternoon,thursday,friday
LOT,LO646 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-06-04T18:30,1,2026-06-05T13:45,Oradea International Airport,Romania,economy,447,34,3h 15m,OTP,OMR,2026-05-02T01:01:16+0300,evening,afternoon,thursday,friday
Air Serbia,JU103 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-05-09T16:05,1,2026-05-10T15:30,Sofia International Airport,Bulgaria,economy,171,8,2h 30m,OTP,SOF,2026-05-02T01:01:28+0300,afternoon,afternoon,saturday,sunday
Turkish Airlines,TK1046 / TK1127,Bucharest Henri Coandă International Airport,Romania,2026-05-09T21:35,1,2026-05-10T13:15,Sofia International Airport,Bulgaria,economy,190,8,2h 45m,OTP,SOF,2026-05-02T01:01:28+0300,night,afternoon,saturday,sunday
LOT,LO646 / LO631,Bucharest Henri Coandă International Airport,Romania,2026-05-09T18:30,1,2026-05-10T13:55,Sofia International Airport,Bulgaria,economy,231,8,3h 55m,OTP,SOF,2026-05-02T01:01:28+0300,evening,afternoon,saturday,sunday
Turkish Airlines,TK1042 / TK1029,Bucharest Henri Coandă International Airport,Romania,2026-05-09T12:55,1,2026-05-09T20:15,Sofia International Airport,Bulgaria,economy,340,8,2h 50m,OTP,SOF,2026-05-02T01:01:28+0300,afternoon,evening,saturday,saturday
