airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-15 21:05:00,1,2026-06-16 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,186,45,2h 55m,CLJ,OTP,2026-05-02 01:13:29+03:00,night,morning,monday,tuesday,175,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1048 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-15 09:55:00,1,2026-06-15 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,201,45,3h 05m,CLJ,OTP,2026-05-02 01:13:29+03:00,morning,afternoon,monday,monday,185,CLJ -> OTP,Romania -> Romania,False
Aegean,A3963 / A3614,Bucharest Henri Coandă International Airport,Romania,2026-05-25 20:35:00,1,2026-05-26 20:25:00,Paris Charles de Gaulle Airport,France,economy,194,24,5h 05m,OTP,CDG,2026-05-02 01:13:33+03:00,evening,evening,monday,tuesday,305,OTP -> CDG,Romania -> France,False
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-05-25 04:30:00,1,2026-05-25 09:15:00,Paris Charles de Gaulle Airport,France,economy,197,24,4h 10m,OTP,CDG,2026-05-02 01:13:33+03:00,night,morning,monday,monday,250,OTP -> CDG,Romania -> France,False
Lufthansa,LH1651 / LH2232,Bucharest Henri Coandă International Airport,Romania,2026-05-25 12:45:00,1,2026-05-25 17:15:00,Paris Charles de Gaulle Airport,France,economy,270,24,3h 45m,OTP,CDG,2026-05-02 01:13:33+03:00,afternoon,evening,monday,monday,225,OTP -> CDG,Romania -> France,False
Smartwings,QS1011 / QS1036,Bucharest Henri Coandă International Airport,Romania,2026-05-25 15:45:00,1,2026-05-25 19:25:00,Paris Charles de Gaulle Airport,France,economy,337,24,3h 55m,OTP,CDG,2026-05-02 01:13:33+03:00,afternoon,evening,monday,monday,235,OTP -> CDG,Romania -> France,False
TAROM,RO383,Bucharest Henri Coandă International Airport,Romania,2026-05-25 15:40:00,0,2026-05-25 18:00:00,Paris Charles de Gaulle Airport,France,economy,345,24,3h 20m,OTP,CDG,2026-05-02 01:13:33+03:00,afternoon,evening,monday,monday,200,OTP -> CDG,Romania -> France,True
Air France,AF1889,Bucharest Henri Coandă International Airport,Romania,2026-05-25 13:40:00,0,2026-05-25 15:50:00,Paris Charles de Gaulle Airport,France,economy,454,24,3h 10m,OTP,CDG,2026-05-02 01:13:33+03:00,afternoon,afternoon,monday,monday,190,OTP -> CDG,Romania -> France,True
Turkish Airlines,TK1046 / TK1347,Bucharest Henri Coandă International Airport,Romania,2026-05-25 21:35:00,1,2026-05-26 20:15:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,215,24,3h 05m,OTP,CLJ,2026-05-02 01:13:38+03:00,night,evening,monday,tuesday,185,OTP -> CLJ,Romania -> Romania,False
Austrian,OS530 / OS693,Milan Linate Airport,Italy,2026-06-25 07:00:00,1,2026-06-25 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,165,55,3h 00m,LIN,OTP,2026-05-02 01:13:38+03:00,morning,afternoon,thursday,thursday,180,LIN -> OTP,Italy -> Romania,False
Luxair,LG6494 / LG8903,Milan Linate Airport,Italy,2026-06-25 15:55:00,1,2026-06-26 09:35:00,Bucharest Henri Coandă International Airport,Romania,economy,166,55,3h 55m,LIN,OTP,2026-05-02 01:13:38+03:00,afternoon,morning,thursday,friday,235,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1855 / LH1654,Milan Linate Airport,Italy,2026-06-25 18:25:00,1,2026-06-26 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,196,55,3h 05m,LIN,OTP,2026-05-02 01:13:38+03:00,evening,night,thursday,friday,185,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-06-25 06:50:00,1,2026-06-25 12:50:00,Bucharest Henri Coandă International Airport,Romania,economy,243,55,3h 40m,LIN,OTP,2026-05-02 01:13:38+03:00,morning,afternoon,thursday,thursday,220,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH271 / LH1416,Milan Linate Airport,Italy,2026-06-25 10:35:00,1,2026-06-25 16:20:00,Bucharest Henri Coandă International Airport,Romania,economy,243,55,3h 40m,LIN,OTP,2026-05-02 01:13:38+03:00,morning,afternoon,thursday,thursday,220,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH277 / LH1422,Milan Linate Airport,Italy,2026-06-25 18:15:00,1,2026-06-25 23:50:00,Bucharest Henri Coandă International Airport,Romania,economy,243,55,3h 40m,LIN,OTP,2026-05-02 01:13:38+03:00,evening,night,thursday,thursday,220,LIN -> OTP,Italy -> Romania,False
KLM,KL1612 / KL1373,Milan Linate Airport,Italy,2026-06-25 06:40:00,1,2026-06-25 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,358,55,4h 25m,LIN,OTP,2026-05-02 01:13:38+03:00,morning,afternoon,thursday,thursday,265,LIN -> OTP,Italy -> Romania,False
KLM,KL1614 / KL1375,Milan Linate Airport,Italy,2026-06-25 11:00:00,1,2026-06-25 17:20:00,Bucharest Henri Coandă International Airport,Romania,economy,358,55,4h 35m,LIN,OTP,2026-05-02 01:13:38+03:00,morning,evening,thursday,thursday,275,LIN -> OTP,Italy -> Romania,False
KLM,KL1374 / KL1621,Bucharest Henri Coandă International Airport,Romania,2026-06-26 14:00:00,1,2026-06-26 22:50:00,Milan Linate Airport,Italy,economy,117,56,4h 35m,OTP,LIN,2026-05-02 01:13:42+03:00,afternoon,night,friday,friday,275,OTP -> LIN,Romania -> Italy,False
KLM,KL1374 / KL1681,Bucharest Henri Coandă International Airport,Romania,2026-06-26 14:00:00,1,2026-06-26 21:20:00,Milan Linate Airport,Italy,economy,155,56,4h 35m,OTP,LIN,2026-05-02 01:13:42+03:00,afternoon,night,friday,friday,275,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1655 / LH1852,Bucharest Henri Coandă International Airport,Romania,2026-06-26 06:15:00,1,2026-06-26 13:00:00,Milan Linate Airport,Italy,economy,193,56,3h 15m,OTP,LIN,2026-05-02 01:13:42+03:00,morning,afternoon,friday,friday,195,OTP -> LIN,Romania -> Italy,False
Austrian,OS700 / OS521,Bucharest Henri Coandă International Airport,Romania,2026-06-26 06:35:00,1,2026-06-26 09:35:00,Milan Linate Airport,Italy,economy,225,56,3h 05m,OTP,LIN,2026-05-02 01:13:42+03:00,morning,morning,friday,friday,185,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1419 / LH276,Bucharest Henri Coandă International Airport,Romania,2026-06-26 13:45:00,1,2026-06-26 17:30:00,Milan Linate Airport,Italy,economy,461,56,3h 50m,OTP,LIN,2026-05-02 01:13:42+03:00,afternoon,evening,friday,friday,230,OTP -> LIN,Romania -> Italy,False
TAROM,RO702,Iași Airport,Romania,2026-06-16 09:15:00,0,2026-06-16 10:25:00,Bucharest Henri Coandă International Airport,Romania,economy,54,46,1h 10m,IAS,OTP,2026-05-02 01:13:42+03:00,morning,morning,tuesday,tuesday,70,IAS -> OTP,Romania -> Romania,True
TAROM,RO708,Iași Airport,Romania,2026-06-16 19:55:00,0,2026-06-16 21:05:00,Bucharest Henri Coandă International Airport,Romania,economy,54,46,1h 10m,IAS,OTP,2026-05-02 01:13:42+03:00,evening,night,tuesday,tuesday,70,IAS -> OTP,Romania -> Romania,True
Lufthansa,LH1855 / LH1654,Milan Linate Airport,Italy,2026-06-01 18:25:00,1,2026-06-02 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,167,31,3h 05m,LIN,OTP,2026-05-02 01:13:44+03:00,evening,night,monday,tuesday,185,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH273 / LH1422,Milan Linate Airport,Italy,2026-06-01 12:40:00,1,2026-06-01 23:40:00,Bucharest Henri Coandă International Airport,Romania,economy,177,31,3h 40m,LIN,OTP,2026-05-02 01:13:44+03:00,afternoon,night,monday,monday,220,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH275 / LH1422,Milan Linate Airport,Italy,2026-06-01 15:20:00,1,2026-06-01 23:40:00,Bucharest Henri Coandă International Airport,Romania,economy,177,31,3h 40m,LIN,OTP,2026-05-02 01:13:44+03:00,afternoon,night,monday,monday,220,LIN -> OTP,Italy -> Romania,False
Eurowings,EW9841 / EW9792,Milan Linate Airport,Italy,2026-06-01 08:55:00,1,2026-06-01 19:50:00,Bucharest Henri Coandă International Airport,Romania,economy,251,31,4h 00m,LIN,OTP,2026-05-02 01:13:44+03:00,morning,evening,monday,monday,240,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-06-01 06:50:00,1,2026-06-01 13:05:00,Bucharest Henri Coandă International Airport,Romania,economy,363,31,3h 40m,LIN,OTP,2026-05-02 01:13:44+03:00,morning,afternoon,monday,monday,220,LIN -> OTP,Italy -> Romania,False
KLM,KL1612 / KL1373,Milan Linate Airport,Italy,2026-06-01 06:40:00,1,2026-06-01 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,443,31,4h 25m,LIN,OTP,2026-05-02 01:13:44+03:00,morning,afternoon,monday,monday,265,LIN -> OTP,Italy -> Romania,False
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-06-01 06:25:00,1,2026-06-01 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,483,31,4h 35m,LIN,OTP,2026-05-02 01:13:44+03:00,morning,afternoon,monday,monday,275,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH271 / LH1416,Milan Linate Airport,Italy,2026-06-01 10:35:00,1,2026-06-01 16:30:00,Bucharest Henri Coandă International Airport,Romania,economy,635,31,3h 40m,LIN,OTP,2026-05-02 01:13:44+03:00,morning,afternoon,monday,monday,220,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1653 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-28 19:20:00,1,2026-05-29 13:40:00,Oradea International Airport,Romania,economy,263,27,3h 35m,OTP,OMR,2026-05-02 01:13:45+03:00,evening,afternoon,thursday,friday,215,OTP -> OMR,Romania -> Romania,False
LOT,LO646 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-05-28 18:30:00,1,2026-05-29 13:45:00,Oradea International Airport,Romania,economy,447,27,3h 15m,OTP,OMR,2026-05-02 01:13:45+03:00,evening,afternoon,thursday,friday,195,OTP -> OMR,Romania -> Romania,False
Lufthansa,LH2543 / LH1654,Oradea International Airport,Romania,2026-06-05 14:15:00,1,2026-06-06 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,128,35,3h 35m,OMR,OTP,2026-05-02 01:13:46+03:00,afternoon,night,friday,saturday,215,OMR -> OTP,Romania -> Romania,False
Lufthansa,LH2543 / LH1652,Oradea International Airport,Romania,2026-06-05 14:15:00,1,2026-06-05 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,223,35,3h 35m,OMR,OTP,2026-05-02 01:13:46+03:00,afternoon,evening,friday,friday,215,OMR -> OTP,Romania -> Romania,False
LOT,LO656 / LO641,Oradea International Airport,Romania,2026-06-05 14:25:00,1,2026-06-06 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,232,35,3h 05m,OMR,OTP,2026-05-02 01:13:46+03:00,afternoon,afternoon,friday,saturday,185,OMR -> OTP,Romania -> Romania,False
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-06-17 12:25:00,1,2026-06-17 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,199,47,3h 10m,SOF,OTP,2026-05-02 01:13:47+03:00,afternoon,evening,wednesday,wednesday,190,SOF -> OTP,Bulgaria -> Romania,False
Aegean,A3981 / A3962,Sofia International Airport,Bulgaria,2026-06-17 10:55:00,1,2026-06-17 19:45:00,Bucharest Henri Coandă International Airport,Romania,economy,229,47,2h 50m,SOF,OTP,2026-05-02 01:13:47+03:00,morning,evening,wednesday,wednesday,170,SOF -> OTP,Bulgaria -> Romania,False
Lufthansa,LH1673 / LH1650,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-29 06:00:00,1,2026-06-29 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,171,59,3h 45m,CLJ,OTP,2026-05-02 01:13:54+03:00,morning,afternoon,monday,monday,225,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-29 21:05:00,1,2026-06-30 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,186,59,2h 55m,CLJ,OTP,2026-05-02 01:13:54+03:00,night,morning,monday,tuesday,175,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1048 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-29 09:55:00,1,2026-06-29 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,201,59,3h 05m,CLJ,OTP,2026-05-02 01:13:54+03:00,morning,afternoon,monday,monday,185,CLJ -> OTP,Romania -> Romania,False
Austrian,OS558 / OS703,Leonardo da Vinci International Airport,Italy,2026-05-30 21:30:00,1,2026-05-31 15:20:00,Iași Airport,Romania,economy,381,29,3h 05m,FCO,IAS,2026-05-02 01:13:55+03:00,night,afternoon,saturday,sunday,185,FCO -> IAS,Italy -> Romania,False
Austrian,OS530 / OS691,Milan Linate Airport,Italy,2026-05-03 07:00:00,1,2026-05-04 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,371,2,3h 00m,LIN,OTP,2026-05-02 01:14:03+03:00,morning,morning,sunday,monday,180,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1851 / LH107 / LH1422,Milan Linate Airport,Italy,2026-05-03 09:50:00,2,2026-05-03 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,395,2,4h 25m,LIN,OTP,2026-05-02 01:14:03+03:00,morning,night,sunday,sunday,265,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1851 / LH103 / LH1422,Milan Linate Airport,Italy,2026-05-03 09:50:00,2,2026-05-03 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,395,2,4h 25m,LIN,OTP,2026-05-02 01:14:03+03:00,morning,night,sunday,sunday,265,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1851 / LH115 / LH1422,Milan Linate Airport,Italy,2026-05-03 09:50:00,2,2026-05-03 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,395,2,4h 25m,LIN,OTP,2026-05-02 01:14:03+03:00,morning,night,sunday,sunday,265,LIN -> OTP,Italy -> Romania,False
Air France,AF1013 / AF1088,Milan Linate Airport,Italy,2026-05-03 14:55:00,1,2026-05-03 23:25:00,Bucharest Henri Coandă International Airport,Romania,economy,514,2,4h 20m,LIN,OTP,2026-05-02 01:14:03+03:00,afternoon,night,sunday,sunday,260,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-05-03 06:50:00,1,2026-05-03 13:10:00,Bucharest Henri Coandă International Airport,Romania,economy,530,2,3h 40m,LIN,OTP,2026-05-02 01:14:03+03:00,morning,afternoon,sunday,sunday,220,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH1853 / LH1652,Milan Linate Airport,Italy,2026-05-03 13:40:00,1,2026-05-03 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,1080,2,3h 05m,LIN,OTP,2026-05-02 01:14:03+03:00,afternoon,evening,sunday,sunday,185,LIN -> OTP,Italy -> Romania,False
TAROM,RO618,Maramures International Airport,Romania,2026-06-11 16:50:00,0,2026-06-11 18:10:00,Bucharest Henri Coandă International Airport,Romania,economy,48,41,1h 20m,BAY,OTP,2026-05-02 01:14:10+03:00,afternoon,evening,thursday,thursday,80,BAY -> OTP,Romania -> Romania,True
Austrian,OS704 / OS555,Iași Airport,Romania,2026-06-21 16:00:00,1,2026-06-22 16:55:00,Leonardo da Vinci International Airport,Italy,economy,262,51,3h 10m,IAS,FCO,2026-05-02 01:14:11+03:00,afternoon,afternoon,sunday,monday,190,IAS -> FCO,Romania -> Italy,False
TAROM,RO702 / RO403,Iași Airport,Romania,2026-05-14 09:15:00,1,2026-05-15 12:00:00,Leonardo da Vinci International Airport,Italy,economy,274,13,4h 30m,IAS,FCO,2026-05-02 01:14:12+03:00,morning,afternoon,thursday,friday,270,IAS -> FCO,Romania -> Italy,False
Austrian,OS704 / OS551,Iași Airport,Romania,2026-05-14 16:00:00,1,2026-05-15 08:05:00,Leonardo da Vinci International Airport,Italy,economy,296,13,3h 05m,IAS,FCO,2026-05-02 01:14:12+03:00,afternoon,morning,thursday,friday,185,IAS -> FCO,Romania -> Italy,False
TAROM,RO708 / RO403,Iași Airport,Romania,2026-05-14 22:10:00,1,2026-05-15 12:00:00,Leonardo da Vinci International Airport,Italy,economy,297,13,4h 30m,IAS,FCO,2026-05-02 01:14:12+03:00,night,afternoon,thursday,friday,270,IAS -> FCO,Romania -> Italy,False
TAROM,RO618,Maramures International Airport,Romania,2026-06-29 17:50:00,0,2026-06-29 19:10:00,Bucharest Henri Coandă International Airport,Romania,economy,48,59,1h 20m,BAY,OTP,2026-05-02 01:14:13+03:00,evening,evening,monday,monday,80,BAY -> OTP,Romania -> Romania,True
Austrian,OS704 / OS551,Iași Airport,Romania,2026-05-07 16:00:00,1,2026-05-08 08:05:00,Leonardo da Vinci International Airport,Italy,economy,450,6,3h 05m,IAS,FCO,2026-05-02 01:14:13+03:00,afternoon,morning,thursday,friday,185,IAS -> FCO,Romania -> Italy,False
Air Serbia,JU107 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-19 04:30:00,1,2026-06-19 15:30:00,Sofia International Airport,Bulgaria,economy,130,49,2h 45m,OTP,SOF,2026-05-02 01:14:15+03:00,night,afternoon,friday,friday,165,OTP -> SOF,Romania -> Bulgaria,False
LOT,LO640 / LO633,Bucharest Henri Coandă International Airport,Romania,2026-06-19 08:20:00,1,2026-06-19 18:00:00,Sofia International Airport,Bulgaria,economy,149,49,3h 55m,OTP,SOF,2026-05-02 01:14:15+03:00,morning,evening,friday,friday,235,OTP -> SOF,Romania -> Bulgaria,False
LOT,LO646 / LO635,Bucharest Henri Coandă International Airport,Romania,2026-06-19 18:30:00,1,2026-06-20 01:45:00,Sofia International Airport,Bulgaria,economy,149,49,3h 50m,OTP,SOF,2026-05-02 01:14:15+03:00,evening,night,friday,saturday,230,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS694 / OS775,Bucharest Henri Coandă International Airport,Romania,2026-06-19 13:15:00,1,2026-06-19 18:10:00,Sofia International Airport,Bulgaria,economy,217,49,3h 10m,OTP,SOF,2026-05-02 01:14:15+03:00,afternoon,evening,friday,friday,190,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1044 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-06-19 09:30:00,1,2026-06-19 15:00:00,Sofia International Airport,Bulgaria,economy,232,49,2h 50m,OTP,SOF,2026-05-02 01:14:15+03:00,morning,afternoon,friday,friday,170,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-06-19 18:55:00,1,2026-06-19 23:55:00,Sofia International Airport,Bulgaria,economy,252,49,3h 10m,OTP,SOF,2026-05-02 01:14:15+03:00,evening,night,friday,friday,190,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-06-19 06:35:00,1,2026-06-19 11:40:00,Sofia International Airport,Bulgaria,economy,257,49,3h 10m,OTP,SOF,2026-05-02 01:14:15+03:00,morning,morning,friday,friday,190,OTP -> SOF,Romania -> Bulgaria,False
AJet,VF596 / VF523,Bucharest Henri Coandă International Airport,Romania,2026-06-15 19:55:00,1,2026-06-16 16:45:00,Frankfurt Airport,Germany,economy,132,45,5h 15m,OTP,FRA,2026-05-02 01:14:17+03:00,evening,afternoon,monday,tuesday,315,OTP -> FRA,Romania -> Germany,False
Air Serbia,JU107 / JU350,Bucharest Henri Coandă International Airport,Romania,2026-06-15 04:30:00,1,2026-06-15 09:00:00,Frankfurt Airport,Germany,economy,157,45,3h 35m,OTP,FRA,2026-05-02 01:14:17+03:00,night,morning,monday,monday,215,OTP -> FRA,Romania -> Germany,False
KLM,KL1376 / KL1825,Bucharest Henri Coandă International Airport,Romania,2026-06-15 18:10:00,1,2026-06-15 22:00:00,Frankfurt Airport,Germany,economy,193,45,3h 55m,OTP,FRA,2026-05-02 01:14:17+03:00,evening,night,monday,monday,235,OTP -> FRA,Romania -> Germany,False
Austrian,OS694 / OS213,Bucharest Henri Coandă International Airport,Romania,2026-06-15 13:15:00,1,2026-06-15 16:25:00,Frankfurt Airport,Germany,economy,218,45,3h 10m,OTP,FRA,2026-05-02 01:14:17+03:00,afternoon,afternoon,monday,monday,190,OTP -> FRA,Romania -> Germany,False
Lufthansa,LH1419,Bucharest Henri Coandă International Airport,Romania,2026-06-15 13:50:00,0,2026-06-15 15:25:00,Frankfurt Airport,Germany,economy,305,45,2h 35m,OTP,FRA,2026-05-02 01:14:17+03:00,afternoon,afternoon,monday,monday,155,OTP -> FRA,Romania -> Germany,True
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-06-15 06:05:00,0,2026-06-15 07:40:00,Frankfurt Airport,Germany,economy,377,45,2h 35m,OTP,FRA,2026-05-02 01:14:17+03:00,morning,morning,monday,monday,155,OTP -> FRA,Romania -> Germany,True
Austrian,OS696 / OS215,Bucharest Henri Coandă International Airport,Romania,2026-06-15 15:55:00,1,2026-06-15 18:40:00,Frankfurt Airport,Germany,economy,420,45,3h 10m,OTP,FRA,2026-05-02 01:14:17+03:00,afternoon,evening,monday,monday,190,OTP -> FRA,Romania -> Germany,False
Turkish Airlines,TK1046 / TK1013,Bucharest Henri Coandă International Airport,Romania,2026-06-22 21:35:00,1,2026-06-23 09:25:00,Timișoara International Airport,Romania,economy,167,52,3h 15m,OTP,TSR,2026-05-02 01:14:22+03:00,night,morning,monday,tuesday,195,OTP -> TSR,Romania -> Romania,False
TAROM,RO618,Maramures International Airport,Romania,2026-06-30 18:35:00,0,2026-06-30 19:55:00,Bucharest Henri Coandă International Airport,Romania,economy,48,60,1h 20m,BAY,OTP,2026-05-02 01:14:23+03:00,evening,evening,tuesday,tuesday,80,BAY -> OTP,Romania -> Romania,True
Lufthansa,LH2543 / LH1652,Oradea International Airport,Romania,2026-05-12 14:15:00,1,2026-05-12 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,340,11,3h 35m,OMR,OTP,2026-05-02 01:14:24+03:00,afternoon,evening,tuesday,tuesday,215,OMR -> OTP,Romania -> Romania,False
Air Serbia,JU113 / JU106,Sofia International Airport,Bulgaria,2026-05-20 16:00:00,1,2026-05-21 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,144,19,2h 45m,SOF,OTP,2026-05-02 01:14:29+03:00,afternoon,night,wednesday,thursday,165,SOF -> OTP,Bulgaria -> Romania,False
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-05-20 05:25:00,1,2026-05-20 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,145,19,3h 50m,SOF,OTP,2026-05-02 01:14:29+03:00,morning,afternoon,wednesday,wednesday,230,SOF -> OTP,Bulgaria -> Romania,False
Aegean,A3981 / A3962,Sofia International Airport,Bulgaria,2026-05-20 10:55:00,1,2026-05-20 19:45:00,Bucharest Henri Coandă International Airport,Romania,economy,214,19,2h 50m,SOF,OTP,2026-05-02 01:14:29+03:00,morning,evening,wednesday,wednesday,170,SOF -> OTP,Bulgaria -> Romania,False
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-20 12:25:00,1,2026-05-20 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,232,19,3h 10m,SOF,OTP,2026-05-02 01:14:29+03:00,afternoon,evening,wednesday,wednesday,190,SOF -> OTP,Bulgaria -> Romania,False
